name,start_time,end_time,report,h_type,ini,end,h_max_flow,h_min_flow,h_ramp,h_delay,h_delayed_q,h_flow_penalty
"spilled HG_Machicura -> Sur123_SCDZ 1",1970-01-01-00:00,2050-01-01-00:00,true,spilled,"HG_Machicura","Sur123_SCDZ",99999,0,99999,0,0,0
"waterway Sur123_SCDZ -> HG_SanIgnacio 1",1970-01-01-00:00,2050-01-01-00:00,true,waterway,"Sur123_SCDZ","HG_San Ignacio",99999,0,99999,0,0,0
"irrigation Balance_Tucapel -> Irrigation_CANAL_LAJA 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"Balance_Tucapel","Irrigation_CANAL_LAJA",99999,0,99999,0,0,0
"irrigation RIEGZACO -> Irrigation_RIEGZACO 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"RIEGZACO","Irrigation_RIEGZACO",99999,0,99999,0,0,0
"irrigation C_Melado -> Irrigation_C_Melado 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"C_Melado","Irrigation_C_Melado",99999,0,99999,0,0,0
"irrigation CMNTronco_1 -> Irrigation_CMNTronco_1 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"CMNTronco_1","Irrigation_CMNTronco_1",99999,0,99999,0,0,0
"irrigation Sur123_SCDZ -> Irrigation_Sur123_SCDZ 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"Sur123_SCDZ","Irrigation_Sur123_SCDZ",99999,0,99999,0,0,0
"irrigation Sur123_SCDZ -> Irrigation_Ribera_Sur 1",1970-01-01-00:00,2050-01-01-00:00,true,irrigation,"Sur123_SCDZ","Irrigation_Ribera_Sur",99999,0,99999,0,0,0
"inflow Afl_CH Bonito 1",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_CH Bonito 1","HG_CH Bonito 1",99999,0,99999,0,0,0
"inflow Afl_CH Bonito 2",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_CH Bonito 2","HG_CH Bonito 2",99999,0,99999,0,0,0
"inflow Afl_Dos Valles",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Dos Valles","HG_Dos Valles",99999,0,99999,0,0,0
"inflow Afl_Guayacan_am",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Guayacan_am","HG_Guayacan_am",99999,0,99999,0,0,0
"inflow Afl_Palmar + Correntoso",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Palmar + Correntoso","HG_Palmar + Correntoso",99999,0,99999,0,0,0
"inflow Afl_Hidromocho",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Hidromocho","HG_Hidromocho",99999,0,99999,0,0,0
"inflow Afl_La Monta�a",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_La Monta�a","HG_La Monta�a",99999,0,99999,0,0,0
"inflow Afl_La Monta�a 2",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_La Monta�a 2","HG_La Monta�a 2",99999,0,99999,0,0,0
"inflow Afl_Laja I_rbc",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Laja I_rbc","HG_Laja I_rbc",99999,0,99999,0,0,0
"inflow Afl_Maitenes_am",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Maitenes_am","HG_Maitenes_am",99999,0,99999,0,0,0
"inflow Afl_Munilque 1",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Munilque 1","HG_Munilque 1",99999,0,99999,0,0,0
"inflow Afl_Munilque 2",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Munilque 2","HG_Munilque 2",99999,0,99999,0,0,0
"inflow Afl_Confluencia_RBC",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Confluencia_RBC","HG_Confluencia_RBC",99999,0,99999,0,0,0
"inflow Afl_El Paso_RBC",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_El Paso_RBC","HG_El Paso_RBC",99999,0,99999,0,0,0
"inflow Afl_La Higuera_RBC",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_La Higuera_RBC","HG_La Higuera_RBC",99999,0,99999,0,0,0
"inflow Afl_Palacios_RBC",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Palacios_RBC","HG_Palacios_RBC",99999,0,99999,0,0,0
"inflow Afl_San Andres_RBC",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_San Andres_RBC","HG_San Andres_RBC",99999,0,99999,0,0,0
"inflow Afl_La Confianza",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_La Confianza","HG_La Confianza",99999,0,99999,0,0,0
"inflow Afl_Digua",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Digua","HG_Digua",99999,0,99999,0,0,0
"inflow Afl_MCH Aill�n",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_MCH Aill�n","HG_MCH Aill�n",99999,0,99999,0,0,0
"inflow Afl_Alfalfal Ampl",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Alfalfal Ampl","HG_Alfalfal Ampl",99999,0,99999,0,0,0
"inflow Afl_Hidrori�inahue Ampl",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Hidrori�inahue Ampl","HG_Hidrori�inahue Ampl",99999,0,99999,0,0,0
"inflow Afl_Ampliaci�n CH Dos Valles",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Ampliaci�n CH Dos Valles","HG_Ampliaci�n CH Dos Valles",99999,0,99999,0,0,0
"inflow Afl_Central Hidroel�ctrica Corrales",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Central Hidroel�ctrica Corrales","HG_Central Hidroel�ctrica Corrales",99999,0,99999,0,0,0
"inflow Afl_PMGD CH El Atajo",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_PMGD CH El Atajo","HG_PMGD CH El Atajo",99999,0,99999,0,0,0
"inflow Afl_PMGD CH Chilco",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_PMGD CH Chilco","HG_PMGD CH Chilco",99999,0,99999,0,0,0
"inflow Afl_CH Los Lagos",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_CH Los Lagos","HG_CH Los Lagos",99999,0,99999,0,0,0
"inflow Afl_CH Alto Bonito",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_CH Alto Bonito","HG_CH Alto Bonito",99999,0,99999,0,0,0
"inflow Afl_Central Hidroel�ctrica Punta del Viento",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Central Hidroel�ctrica Punta del Viento","HG_Central Hidroel�ctrica Punta del Viento",99999,0,99999,0,0,0
"inflow Afl_ALTO_HOSPICIO",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_ALTO_HOSPICIO","HG_ALTO_HOSPICIO",99999,0,99999,0,0,0
"inflow Afl_EL_TORO_N2",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_EL_TORO_N2","HG_EL_TORO_N2",99999,0,99999,0,0,0
"inflow Afl_SANTA_ROSA",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_SANTA_ROSA","HG_SANTA_ROSA",99999,0,99999,0,0,0
"inflow Afl_MCH Cosapilla",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_MCH Cosapilla","HG_MCH Cosapilla",99999,0,99999,0,0,0
"inflow Afl_Hidroel�ctrica Piedras Negras",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Hidroel�ctrica Piedras Negras","HG_Hidroel�ctrica Piedras Negras",99999,0,99999,0,0,0
"inflow Afl_Central Hidroel�ctrica Moraga",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Central Hidroel�ctrica Moraga","HG_Central Hidroel�ctrica San Luis",99999,0,99999,0,0,0
"inflow Afl_Central Hidroel�ctrica San Luis",1970-01-01-00:00,2050-01-01-00:00,true,inflow,"Afl_Central Hidroel�ctrica San Luis","HG_Central Hidroel�ctrica San Jos�",99999,0,99999,0,0,0
