stage,block,NuevaCharrua500,Cumbre500,Pichirropulli500,Polpaico500,NuevaAncud500,AltoJahuel500,NuevaCardones500,Ancoa500,RioMalleco500,NuevaPandeAzucar500,NuevaMaitencillo500,NuevaPuertoMontt500,Parinas500,NuevaZaldivar220,Kimal500,LosChangos500,Lagunas220,Kimal220,LosChangos220,Parinacota220,NuevaPozoAlmonte220,Quillota500,Rapel500,Concepcion500,Mulchen500,Candelaria500
1,11,0.0,44.5553712501414,128.25691894786326,2061.070397048467,0.0,1765.6774429382053,306.5003219231989,607.9763304572361,0.0,527.0838887253291,174.81496281016118,280.4208142077745,2.380188628764716,1555.7130650612612,0.0,0.0,475.04585646247824,661.1324623725905,0.0,57.02290885092237,75.25282952980923,889.306593160707,0.0,690.474543386913,246.48618237584583,0.0
1,12,0.0,47.0227502963653,132.23880208553845,1948.1710440844008,0.0,1664.5464766224068,312.16156962858634,582.5452094664424,0.0,511.55427278169026,176.82533855360873,292.70414234759465,2.452861526915945,1544.248837603361,0.0,0.0,467.0596764500023,653.6667464359153,0.0,53.456237668037886,74.27533333516311,860.9082129606838,0.0,697.3619386151327,254.67909814675394,0.0
1,13,0.0,44.72124546246016,93.54326508402801,1447.595887071896,0.0,1217.5114824750253,282.10962584687206,486.6782924405628,0.0,426.1261698318393,168.23555135363486,187.85277346874975,2.44562020215995,1468.510835055231,0.0,0.0,423.2110284132548,655.1911348422587,0.0,46.328374065982445,68.68348030538998,748.1071785457084,0.0,552.3253138850632,188.8089565656428,0.0
1,14,0.0,46.527719428012276,84.47557219018535,1344.8943498838157,0.0,1105.3367616378127,286.47388854841523,449.35804979011016,0.0,395.0162207867227,168.44755457390252,170.00022692412045,2.4283796330051697,1468.663400274502,0.0,0.0,421.2427364929988,699.736888793577,0.0,42.991810702937464,70.02035005836115,677.3307297047365,0.0,504.46622757081275,163.2159554877124,0.0
1,15,0.0,43.083237508635406,80.77644928030065,1264.2527952232767,0.0,1017.5169253954459,279.5033620171978,421.72309159173597,0.0,366.71600616906323,169.22246309933232,158.9976248711227,2.445992165520686,1474.4826950484367,0.0,0.0,407.794310841978,691.946885342041,0.0,38.570453331374054,70.86847175093686,636.0758251762975,0.0,469.8914225590544,146.19339798747887,0.0
1,16,0.0,43.76746868643434,73.78491331244871,1175.771743716229,0.0,929.0936056459111,271.37108098727566,400.8446341056027,0.0,342.07757568797086,166.08627694351316,142.65866394849218,2.355469852792855,1473.0878075991266,0.0,0.0,397.95285091631183,690.0911081451188,0.0,34.49425769449543,67.34661055241881,586.2404023475947,0.0,435.73821211261884,128.9454506960179,0.0
1,17,0.0,46.60547297386114,78.4523930086713,1253.31984250744,0.0,978.0318376751047,272.3361362806998,420.2442008671053,0.0,343.365793326185,165.84503186221758,146.94068777019567,2.2541482512438273,1456.959427324883,0.0,0.0,404.48871048681997,698.4941809047045,0.0,33.73818915414897,65.34849340131714,620.7392175632492,0.0,458.4597247944654,134.62527128897563,0.0
1,18,0.0,47.543699025314496,86.24572837494594,1392.1018881201353,0.0,1119.018602859566,280.0504315122067,462.43608355163553,0.0,377.49848936052945,165.84503186221758,167.44524296114895,2.20879554282715,1460.1633082601174,0.0,0.0,427.59966033609396,697.6160006046174,0.0,38.80056115121355,62.689128847161314,695.5465146523386,0.0,502.2650176751956,158.03762701781113,0.0
1,19,0.0,47.618860776888994,96.12296752937073,1512.5937328626665,0.0,1254.0912270000058,285.4350709889816,493.101317867289,0.0,418.08241712510664,170.31903165067592,177.12184059578135,2.241720171453347,1462.9966722649124,0.0,0.0,435.98138213001016,697.8503398229781,0.0,43.134258396945995,61.17975977614982,741.9269247403506,0.0,543.2529240036365,172.03996250671082,0.0
1,20,0.0,47.14197240684588,97.50965448764593,1568.7522946839676,0.0,1309.835895553785,289.3567606067021,502.6706108899847,0.0,425.24369004321534,168.27941404620043,174.54098331410006,2.374893223442201,1477.0109270696157,0.0,0.0,441.4342100247085,698.430270181225,0.0,44.14234979228385,63.451000853636614,737.9473885821956,0.0,533.0049339784566,171.55537461307446,0.0
1,21,0.0,47.77177607431235,96.83180471335015,1542.5049741721564,0.0,1293.6452846388652,290.30952212936404,497.68297937721695,0.0,409.45034447778016,162.33601244842976,174.16582114484157,2.4289690104976076,1493.4226440018506,0.0,0.0,444.2218388475137,670.2574892866895,0.0,42.63021269681429,62.013506497244336,704.85110331906,0.0,515.7073969652329,165.05288158729797,0.0
1,22,0.0,48.23570556026543,94.86023030721489,1517.1398174966316,0.0,1278.2521355852537,283.0009188742868,493.8625116102868,0.0,406.0827204337767,163.52761687490562,177.12830890165793,2.4451541273769783,1523.1511725291584,0.0,0.0,431.4326499674513,673.8506905843547,0.0,42.48228623909223,64.91724509883079,707.730280653614,0.0,526.5958863829547,162.8440624896898,0.0
